"","GSM175776","GSM175777","GSM175778","GSM175779","GSM175780","GSM175781","GSM175782","GSM175783","GSM175784","GSM175785","GSM175766","GSM175767","GSM175768","GSM175769","GSM175770","GSM175771","GSM175772","GSM175773","GSM175774","GSM175775"
"LOC101929289",32.40997,40.73202,36.676216,41.36162,41.97738,37.38556,37.29317,41.905582,53.54593,38.312073,36.435894,39.412807,36.02721,31.85707,36.095615,35.035378,34.55317,51.276985,45.071365,35.838276
"SLC15A2",23.236965,27.359848,102.919914,24.972782,149.94824,18.867123,42.449295,28.875383,20.571756,81.51806,16.415071,19.291471,18.458746,24.02342,19.338425,15.935863,18.328247,18.52922,14.656436,16.703926
"LINC01511",46.72287,49.481564,51.381863,46.899185,36.371033,46.522354,54.022217,44.025543,42.64186,45.035927,50.287033,52.183224,51.753777,33.732136,51.5474,57.694477,47.941044,44.96827,29.318197,54.28519
"LINC01085",11.568204,10.124728,13.228939,11.113663,9.254166,10.823151,10.571096,14.424617,11.077318,14.7148905,10.435264,10.823337,13.2079935,12.500475,9.910968,10.706145,11.017163,10.159524,10.906028,9.725867
"SYNPR-AS1",34.628952,30.588898,36.093403,30.323513,33.34343,31.866718,35.95701,37.963814,28.886593,32.63424,29.360287,32.868855,35.72731,25.354963,28.545656,34.350903,29.474932,32.55221,29.112417,26.307262
"LOC100147773",33.87825,30.885988,25.690014,27.823116,43.5855,41.689198,26.046282,31.558893,34.415424,35.871,26.376925,19.815887,32.22285,37.809605,35.583897,32.28159,35.227917,25.236227,30.793425,29.78918
"ZNF543",11.271688,10.124728,13.871913,12.312199,11.762789,11.929631,11.477807,9.911412,13.39974,12.415764,12.691859,11.867128,13.019978,10.72838,13.024681,13.262092,11.683909,14.440528,11.825478,11.425288
"SNRPN",19.911875,17.378273,22.06062,18.440523,17.80009,20.409594,20.013533,21.393951,20.455677,24.130543,20.317358,21.880308,20.398308,24.094032,17.863714,26.363714,21.285286,19.513155,22.25707,17.478249
"C16orf78",21.888504,33.13527,24.028221,30.024109,27.094189,33.879486,27.252285,28.869663,30.9439,31.396547,30.522648,29.69518,28.17552,40.072803,28.485468,23.576336,25.085669,21.780605,32.61592,31.281542
"ATAD3C",35.48229,27.228678,40.53885,44.387707,44.655476,46.466187,51.734188,40.781044,47.89289,42.817474,45.89475,59.266323,50.4019,34.887474,37.64629,40.376884,37.58129,52.238567,48.0979,49.265274
"LINC00327",28.541546,25.84935,34.21747,29.671034,24.84083,29.82433,31.931288,36.088886,31.352781,30.226437,33.06312,29.248611,30.865023,33.669792,32.851345,28.62782,29.778685,30.810793,30.404346,33.99737
"CSMD3",15.811125,20.528484,16.908457,18.187624,13.649902,17.2756,15.6604805,16.520084,16.365139,15.448006,16.659166,15.860464,17.655582,15.028581,13.2452965,15.5248785,11.419808,19.19647,15.037201,26.373013
"AGAP9",52.584915,40.753838,52.38526,58.031506,56.758694,46.356716,45.766544,42.749336,53.54593,60.92499,44.110016,57.26174,82.17818,59.777714,51.332935,84.31999,103.5194,59.871567,70.349335,56.97592
"NUP50-DT",57.264008,51.98305,47.938198,53.276714,59.4361,55.58945,57.28061,62.670288,58.044456,47.25539,42.38992,42.028202,44.47191,55.96059,46.710716,47.98144,44.39716,39.196976,40.613583,59.485775
"C10orf62",57.24877,52.996017,58.49703,55.744175,49.42651,55.446365,59.176834,52.61958,52.61077,54.319942,53.348186,53.22956,58.511253,53.73751,44.94968,41.58752,55.70817,53.81948,50.5025,48.808125
"ZNF566",42.80001,42.463184,45.147263,33.451866,43.25022,44.93503,51.5047,33.45804,47.21933,45.23558,51.752323,55.855236,50.224487,47.693153,53.94808,65.72962,62.174015,68.53712,31.31689,36.665943
"LOC100507395",71.29989,76.507,78.95427,51.581997,52.38721,84.29137,96.69621,69.60215,77.18736,77.566284,42.03624,45.18145,40.002815,44.290314,31.196634,43.48515,46.796482,39.30766,55.26924,54.378433
"L3MBTL4-AS1",33.938423,44.40372,50.82809,36.5116,47.259277,40.506897,48.933193,40.259293,37.86471,44.069252,36.769672,45.18145,41.417988,50.246647,43.428776,55.46638,50.32677,46.369526,41.60711,37.934425
"LINC02372",11.790229,9.618787,13.305223,12.417475,11.439151,9.299666,11.479439,14.150943,8.946038,12.481168,10.360769,12.3321085,10.548913,12.369264,10.023723,10.176828,10.927859,8.536485,12.076461,11.400874
"ARMC3",25.947435,69.551025,26.659788,22.84343,28.179155,19.400732,31.74598,19.153744,21.275166,41.57411,15.863811,18.054401,20.828642,19.315767,19.693365,17.518633,27.14679,11.713533,17.818396,17.006329
"UFSP1",48.44219,50.53148,60.300648,47.417366,37.568783,50.31362,44.087307,61.928226,57.44629,56.93008,54.323658,42.43239,42.14086,57.96054,45.927937,39.6934,34.40475,48.479137,43.837837,55.1735
"ACOD1",24.634855,29.982347,22.823582,30.065683,31.496054,29.103374,32.36945,36.96685,37.041805,32.7824,30.17914,35.578407,34.387604,35.05635,32.413483,30.945892,37.766026,30.264423,30.88579,33.40472
"CCDC153",34.32233,37.028202,36.449787,28.767513,39.256775,31.932453,33.48166,28.875383,37.752926,36.59241,29.163166,32.11365,36.68499,25.098034,32.908833,28.012508,26.78868,29.047537,41.129185,25.775507
"DPPA2",18.633364,19.715616,25.403826,19.161518,18.576157,17.29203,18.916046,19.719296,19.42518,20.240831,18.473324,19.35859,16.508297,18.274456,20.072975,19.56264,14.729797,18.145546,17.720594,21.246151
"TMC5",20.588655,28.779732,26.20676,58.807327,25.3375,35.391647,23.64685,35.715546,24.65363,21.014,23.212828,23.640497,19.539637,21.362589,27.900131,27.974098,37.058468,24.403614,30.997787,26.18123
"LOC101930421",60.214592,55.661705,61.571537,60.639305,52.506077,56.97304,41.120956,57.21346,65.35674,61.648243,56.985405,50.307167,69.50693,66.97334,63.100468,84.963326,67.78724,85.186165,69.507164,60.829082
"NANOS3",53.05832,72.450714,62.903664,76.99959,71.321686,72.743126,66.562485,69.144035,83.59143,73.78508,85.647835,87.86127,72.26612,95.25538,87.20288,67.175705,68.75289,68.86208,58.9019,78.59509
"LOC389895",62.952305,42.197575,55.934235,18.21267,23.7605,20.64381,83.878914,51.59041,28.161968,37.004036,23.06074,17.964272,23.237137,20.970867,20.72028,22.588743,22.780334,20.90029,16.898779,43.197117
"DMRTB1",35.989746,34.08457,39.048862,35.974545,37.439533,39.38441,41.53187,55.510647,42.001747,38.870567,31.352444,35.856426,31.925632,40.565765,41.387535,39.585823,50.202003,48.36984,37.670254,33.18264
"C9orf57",13.6088085,12.839535,14.311282,11.7241335,12.322853,11.403691,14.0252075,17.334122,13.884615,13.146918,13.32583,16.076094,13.554742,16.989946,14.831047,15.718116,15.747287,11.981347,14.262062,12.155703
"PCDHB4",84.05376,103.37172,84.64145,97.57327,95.90602,100.05815,90.5789,82.576836,84.79844,54.664787,73.18854,57.11593,71.12217,82.1837,62.05933,72.60593,67.952126,67.658745,67.43277,34.67059
"AFMID",44.266296,48.612404,58.6439,48.079857,54.262054,50.866993,45.064198,39.328403,52.15628,43.979027,42.405273,46.460445,55.39515,56.576138,43.038433,64.54823,54.487072,46.342705,55.53813,47.5285
"RNF212B",45.21047,46.520157,56.230537,56.243004,46.373264,51.77144,44.303875,41.43145,41.21386,53.431652,44.121567,41.88344,47.234406,50.6136,43.19576,44.698048,47.819798,37.091827,48.67533,45.05212
"HBM",36.335255,41.042435,40.611847,40.387024,39.712334,41.139973,48.146698,47.44584,35.90872,52.2652,49.61751,36.17139,49.16938,33.472885,46.41616,41.124516,40.50102,34.96249,39.85484,47.453953
"SPATA3",46.006516,52.383663,55.238495,54.512302,50.745766,54.943073,48.94409,54.685905,45.112164,62.75656,56.954056,47.02795,47.85664,66.22184,56.345547,56.65248,46.851063,47.78661,50.67593,48.36262
"TRIM61",69.14067,66.05189,64.42855,71.19977,55.13321,77.552864,71.163246,78.11923,58.64108,76.940094,64.5362,63.46865,72.04671,81.28063,79.420296,84.083626,72.72873,69.48943,64.48305,79.906906
"LOC102724030",22.758799,20.147537,27.521175,30.260658,23.379644,20.429281,22.500929,27.414776,20.20214,27.629805,22.106037,21.651829,20.396595,23.183481,23.610554,22.332832,35.644432,21.845692,31.23614,22.209522
"LOC101929609",45.521126,47.710575,43.0192,50.59811,39.889977,47.672165,49.456112,49.162228,42.109264,36.560757,40.25215,48.118145,49.302967,49.21092,46.85173,50.09767,45.647217,45.81233,39.6283,50.675617
"BPIFA3",52.96805,51.26326,55.100254,57.763905,63.59746,50.10029,55.862907,58.477142,57.415974,68.06264,45.82227,54.62117,50.0842,44.850307,48.976543,54.851738,54.682617,56.81507,39.9157,52.627132
"LOC101927972",12.889828,11.997821,13.756028,15.224989,12.050937,16.99182,14.625401,16.410192,16.829967,12.23714,15.731065,11.638724,14.7933655,14.489524,13.373703,11.618654,13.530371,13.775024,16.767609,14.006398
"MIR924HG",21.427576,12.204754,10.953206,10.401345,11.9492445,10.784135,12.694571,10.400356,16.891714,15.608793,10.006428,13.424939,9.965259,11.226885,9.464039,11.771514,13.337613,8.68456,12.837414,12.651321
"CACTIN",33.47501,43.330975,51.522423,53.383953,39.327335,48.111732,43.048668,39.7784,34.860607,41.341175,40.949913,40.201168,42.666126,45.75092,54.419067,47.026302,36.864895,39.344055,49.842453,53.636215
"PKD1P1",42.321877,34.727608,40.860676,48.46481,46.24056,58.301235,49.540314,68.27008,43.534756,45.396324,58.406723,60.393417,56.495773,50.825302,60.99042,58.10125,46.63326,45.184875,55.390026,50.958626
"LINC02499",32.435585,32.29075,36.678272,28.017117,25.105461,33.007637,34.443687,29.241226,22.747614,33.30206,25.843342,27.064064,30.07124,33.508724,31.40837,43.374634,32.793243,24.83852,32.50127,35.497765
"LOC101928076",38.24608,33.299274,29.038568,24.855297,34.792213,35.084545,25.713728,44.101448,39.70601,41.86425,20.367579,22.790804,18.153528,24.233912,19.841341,22.747547,23.74803,26.413046,18.503117,27.55705
"KRT27",27.793976,30.687826,26.889301,27.556414,32.10935,30.344435,28.003855,23.640272,28.53615,29.428293,25.250895,21.34272,25.555824,25.28718,24.949001,20.533047,27.074984,25.235228,27.556414,26.906456
"ITPKB-IT1",96.87565,114.99699,107.134254,119.448074,101.1274,110.30276,136.46498,126.364,122.297905,118.619156,99.70119,105.531044,100.906075,118.439316,94.78217,103.01782,96.73057,125.3664,104.30759,122.93339
"KIRREL3",44.090546,42.61827,37.912373,36.632477,43.348934,41.585945,42.867035,52.782597,52.347134,37.412735,39.49536,48.92968,52.81054,45.840626,55.985146,56.964867,47.201004,45.870014,39.440502,50.17105
"AADACL2",11.24279,13.898231,11.172826,12.20371,13.735686,13.212933,13.141331,21.68648,14.04036,12.326829,13.582362,13.072975,13.786139,14.489524,17.224504,15.318549,11.326872,12.46114,14.728102,15.511497
"FAM47B",13.976902,12.637566,15.710855,12.654594,13.268556,11.078445,10.962937,17.36049,15.216548,16.924488,10.766814,14.554938,14.998495,13.852601,14.550518,13.289891,21.689526,11.991566,12.876586,13.314143
"LOC101929050",11.986306,10.630397,10.566722,12.006891,8.58358,12.01206,12.446412,11.687194,11.025777,11.442367,11.1081505,9.879176,10.712112,12.517385,12.204754,11.023882,11.804993,11.424035,8.044026,11.145297
"LOC285000",17.184666,21.432823,17.296013,17.2066,22.817015,23.835901,17.6108,23.665993,16.084816,17.08214,17.6523,18.168758,16.273026,18.71678,18.4998,23.585562,20.2526,14.578429,19.672192,18.26695
"LINC00459",20.53309,19.947617,24.800442,24.201935,21.351448,24.099714,22.200891,26.257708,20.291918,20.242043,18.796335,25.7763,23.549297,21.635796,22.309916,22.569061,21.323103,21.484884,22.953579,25.665287
"LOC101928635",54.49809,56.368282,54.9993,78.571976,59.6617,75.17757,68.59728,71.821625,60.871532,48.30248,57.330536,50.092834,52.493446,53.53008,61.01279,72.27281,54.074856,38.506367,49.813217,52.59452
"FAM99B",40.905746,52.697796,46.445618,53.281303,62.54899,53.301502,56.00827,60.183247,48.780903,58.564095,50.70618,49.18019,61.59829,49.585915,61.561817,56.919357,62.784786,46.25152,56.1745,51.374428
"LOC101928419",35.763706,30.354544,41.839115,284.66113,48.119385,42.775303,42.89645,49.680428,31.578672,37.99545,83.249535,180.0668,134.74084,80.35755,89.756874,67.684074,92.76627,98.9689,99.328835,307.44708
"LOC101929122",20.323723,24.65658,21.085506,17.996181,25.952068,39.08216,23.206957,20.753448,26.719885,29.053604,46.317562,35.307117,26.572306,22.937561,85.68934,36.19136,37.549583,19.738644,29.24801,20.204226
"EGOT",23.594938,29.858074,29.846956,31.67871,31.706682,21.734747,30.396534,26.047333,24.021399,29.345114,21.31817,18.094826,20.740742,23.271273,21.969067,19.673018,17.870401,18.816275,17.034454,24.597607
"HS3ST5",25.512419,36.891773,32.848087,27.351631,33.36809,39.8736,26.053375,44.81994,37.40283,30.665855,31.87598,35.551292,42.140007,39.516922,36.71761,27.406992,33.633995,37.200165,37.426243,31.68386
"LOC101929592",26.244207,22.094612,24.13354,23.703201,26.511387,26.253057,26.965185,32.31393,26.220648,21.722958,22.515236,20.700306,23.193909,26.30851,20.362112,23.279198,18.821453,24.558245,24.847832,17.449028
"DPH6-DT",14.385585,15.419727,15.977429,16.526892,13.84644,17.14861,15.057926,20.562872,15.553298,16.849224,14.044676,16.075613,19.928509,12.856972,17.969702,20.789011,15.808192,14.20712,20.397573,16.63396
"SLC32A1",17.61893,18.83017,22.893307,24.229301,20.872702,24.623558,19.10258,23.6453,18.580505,18.218798,17.248713,22.149134,21.380484,17.562971,22.042513,14.5382395,18.91399,23.681763,19.570225,17.366365
"CDIPTOSP",51.359623,46.085297,51.64925,56.55054,53.67152,43.890316,47.214184,63.99707,57.79228,49.810226,40.98066,51.58818,40.318012,58.930164,46.966736,50.914566,50.543285,31.49401,39.618286,50.63237
"NRSN2-AS1",27.01581,23.78017,27.471699,24.033545,24.896896,28.194666,32.504322,28.519848,34.84646,30.588905,25.046322,28.613455,16.352327,24.507574,16.266226,23.286507,23.59809,26.759354,33.118546,31.754223
"IZUMO2",38.975662,44.568256,43.50641,44.37336,41.79963,34.358093,36.25394,46.181934,53.65348,47.412075,34.352524,42.46305,33.96448,50.24873,49.89785,40.429016,46.847343,29.176943,39.57488,40.87918
"RAP2C-AS1",30.028082,41.39491,19.598562,34.28153,29.125288,22.955675,31.562391,34.12077,25.890627,37.09082,46.807262,42.124035,55.783157,37.029606,30.123392,41.79391,24.707312,32.20345,27.061258,36.695583
"LINC00836",34.850845,38.55736,46.73374,31.94977,53.31752,42.937134,51.166245,44.618652,36.63641,32.91147,31.436157,32.70122,35.527084,39.90214,33.198837,28.096037,30.78675,28.927517,47.12851,40.72605
"SPATA3-AS1",43.5574,48.63101,49.129738,58.024006,41.28504,60.853596,52.048233,58.658867,63.772926,45.795315,46.641876,50.07757,55.05335,56.505527,58.89724,54.148315,49.652622,44.12222,55.54597,47.530518
"LOC100996654",36.233,36.78335,38.966484,35.1762,36.813805,33.590134,35.162247,40.921726,32.617905,38.035667,34.30465,34.018112,29.173637,37.622063,32.293816,35.150448,34.07093,28.935623,39.85484,39.72114
"TONSL-AS1",56.455433,48.700058,63.088554,59.651203,57.716656,69.62449,57.041546,60.219013,54.157898,55.044712,45.899235,54.84732,68.74847,55.72467,74.28532,65.16474,53.64464,65.56319,51.235657,60.438187
"DOK7",120.79352,90.47245,155.00613,51.52617,72.604996,55.498367,116.62611,219.9653,120.912926,239.84065,29.914501,36.489304,43.534317,32.514717,38.29601,41.145023,87.25808,35.138027,38.733723,29.560904
"LINC00293",36.67681,38.31095,37.103165,50.299156,38.60014,33.14576,34.25478,39.381474,45.351192,37.13313,32.178535,36.24267,38.83984,50.021774,42.096115,39.957233,36.372196,35.683857,35.9832,46.657204
"LINC01095",22.229536,18.40058,21.977259,20.801634,18.38104,25.19549,24.266619,30.846308,23.80323,19.478304,17.01604,27.263588,23.436766,22.534101,18.60549,28.850445,20.501911,24.73775,16.85836,24.967775
"PASD1",34.93437,34.1374,42.27093,30.48704,36.704227,31.465078,39.28992,51.109795,37.690025,33.393997,34.16217,30.543104,30.43684,34.95578,30.62188,34.6402,35.916706,33.966488,32.694252,26.918577
"REC114",33.700737,29.533213,35.485443,41.31333,39.597256,35.991753,36.528572,33.89382,28.278183,37.436623,37.41005,29.248611,36.5097,32.89141,31.758629,40.103313,32.19591,38.744522,32.904648,39.631428
"MGC34796",85.6393,92.66795,106.57236,95.3369,111.05264,90.18809,100.50036,86.64049,79.199745,102.69736,88.07284,87.80313,91.24419,89.65969,83.72123,82.4709,95.27482,108.69401,76.440346,97.08398
"LINC02140",33.222527,41.861584,46.513668,42.289772,42.19393,43.86138,31.379105,50.32294,34.3694,33.59642,35.169693,43.53436,37.085945,35.234882,35.31391,36.81771,32.20279,38.45156,28.57298,43.010822
"CTD-2350J17.1",13.712706,16.560154,20.329466,17.980194,19.78107,19.931316,19.415665,19.726072,22.319258,20.37944,18.046087,15.193607,21.632887,18.938929,19.663696,20.05199,18.778673,16.484575,19.916153,18.95023
"PEX5L-AS2",17.542984,17.880724,20.35485,22.605833,17.70104,17.181652,17.147026,19.307268,20.36825,17.875097,16.55426,16.471634,18.430685,23.24796,14.162837,16.502117,15.840227,12.840263,15.615386,18.027624
"SOX1-OT",9.221685,7.8148627,12.036706,8.082989,9.954903,8.807734,9.448501,11.106564,7.7115364,8.7243185,9.101073,9.88344,8.735276,8.048116,9.305761,10.2520895,11.198604,10.071257,9.206187,7.113829
"ISM1-AS1",15.010966,20.631918,18.793625,22.970451,25.919537,26.672747,21.950773,17.207085,22.085485,14.782954,18.078234,22.251244,20.804785,24.146265,20.604221,21.755869,16.237095,21.677252,20.590855,20.402403
"ERICH6",35.414345,37.625607,38.46867,35.727146,31.05785,32.233192,36.945107,23.747581,32.77764,31.169365,26.876162,23.529858,34.699608,26.59267,28.621212,35.1295,25.661688,21.006987,25.357183,46.725666
"LOC100507221",9.499363,9.437093,10.582775,8.886512,8.748559,9.226819,8.256447,9.6645155,10.250554,11.148312,10.170284,11.001464,14.7933655,11.04934,10.951814,10.143037,13.787349,12.909422,11.61933,9.032781
"LOC100507443",23.962345,26.926113,25.784721,23.212347,24.510683,24.851078,24.48042,33.706017,23.950054,21.918318,25.174799,21.550064,28.911053,30.171953,24.982185,26.93234,22.01296,26.37895,27.70739,25.891022
"CPA5",58.827686,64.019806,67.73118,63.600952,59.18671,64.28803,76.96211,64.79608,79.173615,79.49327,55.95371,52.80957,83.82046,62.35709,63.976475,54.935555,61.93641,77.78188,76.43867,66.987045
"LOC102724587",16.530514,15.915059,13.999554,15.734977,15.628213,15.027126,15.006443,21.595104,16.984726,15.977269,19.776007,21.469774,23.283293,19.94981,15.301656,22.49778,25.556463,29.522764,18.176153,17.895737
"LOC284933",51.540997,43.53465,47.328625,55.494133,51.77903,45.640438,47.115295,51.32542,42.992058,59.885128,58.322617,51.30866,64.61093,55.50329,54.93605,68.22553,57.537933,60.057823,56.173428,45.082455
"CDRT15",40.28707,46.113335,40.19999,38.29242,38.616913,41.508026,48.362263,28.875383,40.670605,39.759968,31.651388,37.231205,42.191196,42.205666,42.294952,40.682766,43.965054,40.85494,40.0478,40.508995
"VPS13A-AS1",53.36138,49.7552,54.024986,53.555607,57.266464,65.85637,54.058964,74.087326,64.038345,61.090607,65.89589,54.080826,53.311836,47.38554,56.96856,52.77044,61.28562,59.151783,55.05067,75.32892
"DCUN1D1",14.674257,21.97125,15.434127,16.915508,13.435992,11.972894,11.936448,13.697913,11.606882,16.349688,13.149154,15.746934,12.652045,12.431128,13.836124,13.736374,13.814165,18.262644,15.0887785,17.122013
"NPAS4",47.026302,56.427204,48.390614,67.611595,53.12495,56.964268,48.748497,49.95969,58.962036,52.418797,51.889416,51.6567,47.66922,59.459373,52.07703,51.16006,68.50468,49.64159,59.813526,39.72046
"SLC35F4",11.5222,17.986063,20.485264,15.294785,21.14061,19.663546,21.552555,23.385246,23.55812,18.075603,21.906176,18.71999,14.196018,18.24524,23.5004,26.180862,19.218594,21.08705,22.505281,19.02869
"LINC01549",14.09497,18.665293,20.834814,18.21577,17.22436,21.5169,13.696404,17.641647,16.928463,16.232887,14.337613,16.468426,17.016678,18.225483,18.106665,17.675592,16.267397,15.999256,19.192375,20.12824
"ZNF295-AS1",123.93284,71.54203,45.180103,56.025364,58.816692,46.717045,61.089905,85.90666,57.325287,113.1485,45.390305,37.116085,36.794395,39.825348,45.293533,45.15429,43.893883,42.602547,42.814404,39.32772
"MKNK1-AS1",43.20243,46.132103,43.624878,42.541706,45.812305,50.08259,40.247383,53.6921,40.73785,46.0751,37.934406,46.460445,43.16547,43.66563,45.224903,39.70352,37.45895,49.321156,49.58129,44.94365
"LINC01667",26.13483,27.186138,34.2997,25.266817,24.545029,24.131014,25.344326,29.51313,18.873367,19.934053,30.379269,33.33385,25.442926,29.115,29.566748,34.705597,29.808512,22.597017,27.54237,29.8863
"LINC02116",23.72193,17.686806,22.837069,19.324797,19.587128,24.062864,21.482473,21.869835,24.215689,25.353888,22.490885,18.350573,19.983118,20.817783,17.096975,22.277977,20.838333,21.99999,18.858164,26.275494
"OVCH1-AS1",36.93592,47.44573,51.64107,44.769474,43.508938,44.536304,45.235966,42.62009,51.769463,39.26199,59.37548,51.609833,43.449913,49.575806,46.893784,50.143665,52.63381,49.885704,42.762424,58.510918
"JARID2-AS1",45.761612,45.51965,47.183014,51.31178,44.803173,57.604313,51.050144,55.05692,46.340294,43.35379,43.88902,39.742844,42.957417,48.61472,40.494606,50.090435,47.016537,34.349354,47.30825,49.44418
"SCARNA17",94.475525,103.93597,86.13591,85.66834,120.29379,73.76063,114.01462,98.08992,110.98631,116.850716,210.2664,134.72092,161.04659,108.04152,102.22403,127.801,130.56697,147.33426,118.18995,61.17106
"FNDC7",40.374573,46.924038,43.61037,50.196056,44.436943,42.06373,50.584984,52.821182,39.167343,41.222908,47.86338,39.61004,52.751637,67.65145,52.019363,50.024757,48.12734,39.47471,45.175774,42.34084
"INSM2",43.628414,40.51298,44.595436,50.32797,46.389763,51.31622,47.40761,49.956985,45.29568,47.23988,53.388268,44.232536,51.748287,39.239117,40.435184,47.056606,44.944687,45.18302,52.821762,46.89698
"LOC101927020",26.666374,34.780853,38.817657,31.114422,37.20548,41.239445,29.255863,35.379955,33.441315,33.976574,28.144577,34.689713,30.189827,24.30935,35.307117,30.989334,27.224588,30.502125,25.41762,31.641006
"FFAR4",27.356783,20.528484,28.34196,21.032782,24.77917,24.944887,23.78435,17.741262,25.482866,17.281631,22.400785,21.723967,23.203527,26.251736,25.647884,25.5909,27.508495,27.998861,24.38549,23.050385
"RASGRP4",51.475887,53.591244,43.107033,54.83887,45.826225,61.431034,45.215393,45.619442,41.284225,44.57779,53.172966,50.749477,32.699062,56.220882,42.51284,57.529346,48.733135,59.967827,51.29271,46.69221
"FAM221B",21.32603,28.425503,30.744259,28.394547,29.0235,33.253624,29.221594,44.56071,29.36686,36.386288,21.480343,25.565342,30.820894,28.96781,29.117422,22.742472,18.757603,27.18536,29.731445,34.854416
"TERB2",9.168858,9.361952,8.6281185,7.66927,9.590785,9.370295,8.450845,9.049165,7.996499,9.232978,8.628821,8.956623,10.711862,9.940322,9.921413,9.147974,9.580135,12.510943,10.690691,11.047873
"SPEM1",40.306355,39.371964,40.465363,46.88199,35.367886,45.186672,39.48591,48.738377,46.235035,49.78882,49.347763,38.25093,65.42877,45.20206,50.093445,45.61012,54.97009,42.401936,42.44887,47.453953
"LOC101927089",12.845993,12.015878,12.954415,13.337683,10.227497,12.599025,12.906947,17.272694,13.360411,15.756278,12.683008,11.780705,14.722491,14.894665,13.682719,10.037567,15.004071,12.519775,13.461468,12.350348
"LOC100506289",24.214834,18.181818,27.499464,27.018805,19.5964,19.604172,20.991842,24.258184,26.871338,25.354765,26.278507,26.54916,22.025944,27.526365,27.607075,26.809605,20.137476,26.199377,24.803942,23.357353
"LINC01718",61.15703,59.469128,64.38574,67.8196,62.401646,79.51935,62.678207,82.53503,61.485424,65.89218,65.7606,72.03881,68.90282,68.65035,64.88711,72.22495,66.51879,69.97583,58.261635,78.93356
"CDRT15L2",22.83994,25.41298,20.237974,28.395597,23.23661,19.619564,28.087149,24.743034,33.57175,28.768707,29.712143,33.164177,21.408371,19.859983,27.881653,21.950077,22.785881,28.302633,25.378206,34.352074
"LINC02180",15.612214,16.591568,16.939486,16.373884,13.998349,13.463034,15.352652,15.672279,16.151241,16.159515,14.800534,18.817867,12.37065,16.604984,14.628933,14.035785,12.454795,11.242035,15.483016,12.929649
"LINC00641",35.244953,41.46254,33.630962,42.24806,33.683033,38.350418,26.83233,39.097164,32.30715,37.604916,33.15383,32.95228,34.1572,40.430714,37.904266,36.740463,35.451126,28.448038,20.397568,30.684862
"EWSAT1",67.67697,67.58929,65.071304,77.27122,69.47598,64.91938,75.13524,66.61913,53.4726,56.702156,47.122643,49.144768,75.42388,62.846252,57.747818,53.81389,61.02184,49.360634,53.848682,58.48411
"IGHV1-69",10.576956,11.198032,14.685884,10.951119,11.622342,10.722768,10.844693,13.317521,9.562156,9.631148,8.599689,12.413733,10.402794,16.45903,12.334329,10.11514,12.102335,13.042462,10.816722,11.389144
"LOC101927640",59.259598,55.05374,52.879383,75.6766,53.015453,61.778164,67.18448,80.847664,57.493942,59.84274,52.301975,58.1347,56.826393,60.50673,55.71452,66.37722,64.25269,61.91745,65.47524,66.866066
"RBPMS-AS1",53.24577,51.409657,35.461777,59.167187,39.774704,46.117214,48.26976,50.302288,48.828247,59.950043,46.785706,52.46845,53.670753,52.213116,52.256256,57.407513,51.155376,65.014175,54.302773,50.566887
"LINC01227",27.929455,28.706446,24.028221,22.500189,25.42986,21.213346,20.718935,30.737875,25.09856,19.904856,19.065378,23.380375,16.107767,24.43902,22.066628,25.174047,15.876626,20.603682,27.651995,20.162327
"LINC02387",34.653706,41.76123,44.74892,53.58344,38.36389,34.600647,37.486164,46.251495,35.539547,29.50148,36.664116,34.625668,40.452236,32.678192,39.24186,31.739092,34.208424,26.569405,32.82361,38.119877
"CCDC155",41.288517,35.20475,39.55093,41.122448,56.961445,45.604218,36.701057,65.83194,45.23905,39.476845,38.12563,37.478703,47.92606,40.74968,42.679344,32.847313,32.72831,42.405163,46.10535,37.191536
"PANX3",15.510195,17.252638,18.013515,16.930792,22.827854,17.386484,13.143091,17.670797,16.560991,18.334484,16.457914,13.863912,16.111172,20.43672,18.546108,15.100925,16.887,18.568018,19.338837,20.632784
"KRTAP19-3",22.612452,30.91912,29.34862,30.358192,26.86175,28.019194,36.535564,35.54752,33.513126,37.595505,35.95854,36.351276,28.830847,32.90683,34.632866,35.57874,24.615845,21.34129,29.814638,37.06126
"LOC102723684",13.085941,13.014308,14.799575,13.100591,13.7626705,16.219746,14.410163,14.11881,14.447481,13.869419,17.211088,16.892963,12.967344,13.631839,14.214537,16.277134,14.939235,10.169251,13.94323,12.888365
"LOC100506851",18.08957,22.829622,13.345543,21.451344,17.496872,18.54101,14.608394,11.943147,22.321041,16.410559,21.213903,17.932682,17.935055,16.800991,17.26671,16.898926,16.11829,14.777584,19.827055,16.845114
"LOC101928943",18.617851,14.064493,17.329067,14.661196,16.195482,20.57038,17.429419,24.205616,15.679964,15.88365,14.539948,14.803128,17.01429,15.0721,19.587128,17.076181,18.616081,13.62092,20.655144,16.260439
"UPF3B",37.177326,32.494072,35.875504,38.85869,48.142036,38.91474,49.54232,40.866997,33.985226,39.19876,38.25912,38.714733,31.30355,35.53598,38.907173,42.248432,29.132727,30.176874,34.420307,39.606018
"LOC100287704",63.751583,49.9877,58.48411,58.289448,53.350555,53.812744,57.766106,90.259026,49.438393,64.733696,60.236935,64.09498,60.05241,55.51086,58.7276,63.58082,65.75367,52.84242,57.16203,69.05316
