"","GSM160404","GSM160424","GSM160427","GSM160428","GSM160429","GSM160353","GSM160358","GSM160362","GSM160391","GSM160405"
"RPS25",4745.29394613015,5432.78907191451,5395.77018384653,6622.98708162442,4996.34936603595,4768.58949725555,4874.08861701761,4812.04889347551,5236.62041628133,4473.34959422692
"RPL37",8190.79031601367,10096.4094540663,9238.86319980419,11043.000574874,9824.37550136306,8634.35371315537,8540.97944180684,8871.97709343568,8768.63801962723,8342.09801806305
"MSN",1591.64674486215,1683.57944180684,751.679441806844,832.590673229753,1375.57944180684,1897.62542377398,1029.78693383825,1139.47302133137,1832.66455203503,1359.70120339367
"ACTN4",1062.98496270562,1427.40971331966,1851.06709871543,614.673600365918,1127.19818709233,1258.0140969778,1208.95651310665,1360.49947425358,1397.34664668419,991.747868361305
"PRKAR1A",412.793070392503,154.755254000198,171.689585700367,229.041624964041,184.938491129088,613.705449588003,440.444136187517,305.234476492553,374.138767436785,717.528023693947
"DSP",2766.16432203699,1161.44144489641,2895.47861665649,1206.15356542469,2125.11817412556,1842.73458433321,3730.72952944463,2855.05518983779,2819.75975585407,2918.00183306515
"NCL",2709.21238930995,2954.30465690126,2902.47381197611,2314.48837635274,3234.03999737396,2964.1203447854,3599.37944180684,3097.45491874672,2735.59931895186,2574.47848055172
"AP2M1",2580.98291158389,1520.89027994913,1879.42208559859,1192.48240797869,2112.00985999401,2668.93165728992,2539.73798700043,2730.34150084938,2601.60029662107,2669.25599830126
"LASP1",1349.62674130642,861.385947920939,1339.82944180684,768.414840261747,1008.92696471016,1019.5793624203,1166.99504611738,1060.93557784121,1233.34460660941,1256.97944180684
"SF3B2",1229.45770677657,1486.43339161617,1806.3624155153,1410.2977871439,1588.34955188077,1295.10785540936,1917.91305163108,1384.42453667003,1334.64301205082,1080.49975189104
"TMEM59",5996.61953475025,4959.80386794214,5295.62652659242,5047.83780545235,5376.594433703,5112.9859061757,6721.53728589771,4881.72889529257,5360.7703016019,6932.87944180685
"CSRP1",6030.76719579907,7210.85371974767,5046.88888284653,5164.56415649875,7518.23992661055,5838.75449434367,3196.29492660637,6466.66099908038,5908.57152324277,6243.9782335584
"PTGES3",5049.1782005575,4457.63719157753,4105.06358606172,4326.93030772799,4498.58391088713,4765.51307126788,5604.91615496947,4892.12998241715,4701.09084327771,5541.77978403631
"NDRG1",8815.97944180686,6637.95470100989,10959.0182464932,6687.57046491643,8582.42944180685,4279.1430938055,10642.1802695924,6975.48308538784,6097.60476707649,9210.77944180686
"UBB",11717.9634071497,8586.02420416394,10800.9192202936,11115.3640410503,11866.9751257697,12234.3570890485,14315.8064179408,11303.9023334856,9943.48794322479,12004.7683869251
"PFN1",2856.09182054332,2926.7470428573,3405.82016963364,2263.27944180685,3466.123062259,3592.95942185701,3941.3430247201,3717.79517483466,2890.4250990671,2966.58337968124
"YWHAZ",3968.86583434941,3333.04051353897,2971.12294423781,1885.9285596329,2310.31630244901,4142.36115274069,6299.75670926997,4153.68419344991,4016.65379976174,4199.45124236108
"SOD1",4171.92555409898,5358.19108691619,4744.39580516567,5503.15990497117,5030.02155194976,4266.6199130577,5118.86520022138,4349.02652122138,4289.29413852825,4291.75814332481
"MARCKSL1",1277.2661154003,1015.67098246934,1962.47010688457,919.881166563934,1546.45124033183,1877.11619477529,3228.56791573314,2840.60726359146,2178.37992256432,1668.81844769029
"GABARAP",4722.43843021852,3046.77987016394,5278.12726745794,4296.6502072187,3223.6344983357,4854.69413271247,4941.08474258001,5376.04335378387,5046.70704423006,4969.90947237422
"LDHA",4774.64797005113,5339.19825678158,4491.99705195796,5199.30757396897,4504.17114145268,4460.84191087735,6961.76738995712,5410.86588928858,4631.69474995483,4279.91141565314
"SSR2",2252.36690605298,1392.55718474098,2327.23599730817,2124.01389927718,1786.37944180685,2468.82721415952,3275.02212892099,2548.85202816434,2483.17967700599,2270.95200871518
"SLC25A5",2617.26434105803,2275.59880470691,2687.85124773184,2764.18975960204,3018.83910533563,3229.53071950488,3074.92944180685,2299.83324768989,2062.09991826461,2511.71829864791
"S100A11",1727.98350496075,1225.71163512083,2498.18726004192,1004.63474821191,1420.06505119117,1796.16656706389,2092.94149608984,2308.5535947685,1820.37837759313,1912.95616070685
"CTSA",989.749744093888,683.02245087532,982.971835699957,599.97477284585,682.7897209687,1249.51656078053,964.032289635753,916.314116947396,943.5146424066,895.859373218073
"TOMM20",2989.17616937043,2337.60115943577,2478.78022679677,2136.13741468611,2479.95998397262,2862.22241097767,1933.09215633519,2502.92822103152,2770.89866807992,2959.59579335194
"CD63",6659.12184108543,5934.48068291894,6288.64640339929,6509.30166254277,6301.6761674251,6220.62110437578,5613.136250325,6634.13804054618,6555.78337614228,6402.12635198796
"UBE2D3",3686.79993795846,2306.07918126809,2054.65828407106,2385.79596195523,2059.32676847119,3581.28114681543,3291.70500585371,2627.12944180684,3007.81638832813,3702.07944180684
"XBP1",3506.35676099428,1463.38784872217,2077.67944180684,1249.2623761452,1585.65702895536,2484.71837847579,5221.76100247648,3505.84724608218,4083.4112858039,3079.07944180684
"LAPTM4A",4613.51580156969,4476.58965111583,3699.02349871612,4130.91797717464,4096.10223056137,4142.40068077171,3717.23096904997,4019.14434506861,4250.05582156653,4264.22837287507
"RPL32",11692.0659527418,14311.4000587835,14013.2794418069,15784.7029878781,13438.4033374078,12649.5549376543,12957.7238990697,13232.4421275058,13371.981846094,11581.1891713537
"CD81",6700.0600978877,4409.42944180684,4857.65479877737,3211.67944180685,3786.79410356824,7381.81107944366,5827.03287804001,6432.81365402382,7343.31858183097,6697.82279901352
"PTTG1IP",3370.89448378979,3639.9495475216,3675.52436693091,3277.76936820735,3360.05563867968,3311.81483563584,3139.08497141544,3387.67156726349,3291.9171853185,3283.20509574877
"GLO1",4434.03223560282,4780.23551524557,6910.2962982817,3952.91972417559,4106.96507795902,3778.73181181103,8751.2313163982,5809.26594230369,4873.80875798568,4883.07254893326
"UBE2L3",561.699942417732,483.033396629499,596.723092906463,347.565876131998,466.149222532949,661.739532625375,692.619563320757,621.091030588741,659.177233840712,619.029805405783
"PPP2R1A",820.98009744318,270.579442513051,851.479441806844,303.145598114855,323.466748299353,1110.99644844291,1201.90870181458,995.336828139728,991.484220928708,952.336011070655
"HK1",2120.4981317318,2166.94812873337,2491.85326589267,1740.95828424386,2497.90309932737,1888.25799943458,1491.90149138969,2094.90848628645,2205.33042680004,2215.4409129347
"NPC2",2676.63215475322,2662.554587925,5106.594316512,4445.83014890878,3064.93349309132,3389.31211177325,3657.35721363551,2506.68341505168,3311.72908612614,2739.23618346959
"DYNLL1",3272.87701536614,3125.90129609037,2257.49429375751,3159.32670745475,2910.01456492376,3063.1602453709,2219.37948609374,2641.4293487237,2495.20533661248,2805.97330577372
"GOT2",2560.42858948089,1517.07158824867,2382.28959144126,2272.87898662848,2172.0684222899,2353.82944180684,3574.84596689764,2842.19526479988,2148.62072973333,2726.76963129167
"ACADVL",3106.54653927787,2185.67944180684,3114.54782980213,2391.19837497319,3199.58540786965,3034.37944180684,3509.35177192128,4146.74400857309,3187.64941648145,3290.51814198088
"CAPRIN1",1996.80273062444,812.900970016989,795.388563757904,799.643914571257,690.359747364396,1662.18469873756,2001.12944180684,1203.97513100694,1628.18032297991,2188.68076923885
"PPP1CC",2857.54587296359,2132.59844881206,1883.62513156561,2255.4221294596,2145.60801331796,2338.21075415723,1788.1829988603,2364.39340094981,2102.37944180684,2415.88492394775
"PTP4A1",1256.62296883382,2569.47944180684,1536.87322503433,2109.87526179393,1807.26215117991,1225.34355917975,1399.57326489544,839.179441806844,1181.42944180684,1192.27944180684
"ARF3",606.937289202786,646.267246615519,814.879441806842,692.602417712354,803.078863149791,568.992241129102,841.81262075294,689.769902774559,507.871396458014,669.591004430908
"GPX1",1575.93926871619,1201.28075778381,2636.86810289066,2149.59353680631,1503.97028412173,2678.83485445518,2120.1608940867,2279.57366691293,1859.23459064552,1892.07494197748
"RPS27",11907.4001342142,10743.1432998021,10523.3186347597,12049.7341097598,10120.4462069519,10602.4871115793,9950.36795603352,9535.80737992637,10616.4219374371,11667.7856717233
"CAPN1",456.232492843213,278.610146235202,407.557698034839,279.580281535517,192.556437572713,518.379441806843,586.959852140144,692.188342689087,608.979441806843,528.90762602071
"CALU",346.847242369019,154.527424943243,95.1121352502123,123.431870362527,143.359173552977,586.986586740648,354.850000361238,227.356826398537,322.988037991786,462.234952494748
"ARL6IP5",3241.86553713096,3783.81628751836,3789.36382787656,4109.91037638337,4087.37834690108,3868.1461057642,3917.40654089066,2840.40096061747,3607.14539471932,3589.7722619995
"DPYSL2",1600.46383359719,1951.71468103792,605.23652090884,1383.2750759062,1423.79866973485,1865.77944180684,620.542618495924,600.279441806843,1404.19603225367,1049.25190412684
"RPLP1",12854.1735041781,12731.4221878999,13558.1888254042,13352.8089594855,12773.3316254896,12224.9440645033,11296.5839117371,13089.009221813,13759.9677287957,12462.2066464209
"CTSD",486.872957936589,392.027738581638,1015.33682936761,602.81743417887,457.296350965572,863.281972903044,723.379441806843,588.344958356876,548.371472526903,530.98578899093
"MAT2A",299.581144693408,44.0298321990507,59.115033958109,48.9919583304577,31.8727317945661,512.251998771403,421.292413978711,381.590172506837,583.579441806842,614.579527186619
"ATF4",2826.54455165129,3523.59656028496,2697.16386782409,2987.84554552237,3519.17925934041,2935.5104509719,2888.77979944298,3839.02944180685,2997.99518258521,2909.92944180684
"RPS15A",13698.1886480289,13373.497486845,13402.9503719237,15643.6624998918,13905.6369852214,13280.3569925123,12693.6892899199,12880.9286087023,13235.4579652955,13587.5794418068
"ANXA5",2645.97944180684,2413.37895517723,2586.96986842793,2142.06912563168,2159.02092056755,2904.65823521911,3192.36049843329,2726.96424780782,2679.93729682838,2682.06064546624
"STMN1",108.680080043388,76.10080645252,102.273716462629,99.1469787441858,88.6383743066686,80.1677275600318,165.661997664154,105.662834018796,120.536563509619,87.4078277529567
"PSMB7",1650.27435723997,1627.49043902015,1871.09117564113,2286.61121424138,2025.94178428918,1777.67944180684,2312.79624663262,1888.87944180684,1746.61036342399,1620.11352236954
"ECH1",949.328268135562,584.889385539057,1161.41490086143,862.875305098834,873.245694414211,1098.90032475387,1370.57944180684,862.611899111781,919.758475346795,1000.38038640867
"ODC1",3694.59514709782,4247.14368991131,3200.21785176031,2677.08399122051,2981.85739937755,5597.03968702952,7060.24277107692,4070.74925623721,4579.78006718968,3359.47057771548
"SPARCL1",7778.335772855,6277.5817260211,3729.17656601793,7660.44709806621,7303.47594244759,5579.60398814718,3454.45406529609,5417.29016043975,5347.20616187211,6024.31866392837
"MCL1",6897.54563531691,12127.4765384128,5421.62064420133,5701.80886430109,7455.51681678245,6961.80438182266,4298.19607863094,5505.8012124536,7743.21266195418,5801.37944180683
"SARS",1197.09013774835,1434.44474585999,1419.68879104791,1320.92508095123,1356.7307873803,1381.92325489886,1247.66163583023,1293.39016270076,1297.5629753502,1177.53725197948
"CIRBP",3213.54531495108,2481.23709799307,3776.24850910696,2196.0707598222,3118.50465093325,3599.12944180684,3395.2995143097,3749.22944180684,3375.12944180684,3552.51626434642
"CCT7",1364.96001470511,1539.1532913135,1528.94386430503,1722.32477638031,1843.7710782955,1773.69965515486,2094.31632641312,1877.11130209349,1492.42525861581,1359.18830926756
"PSME1",2548.83455275284,1789.1171052229,2428.50461611267,2719.64659663716,2150.68862965767,2606.19307301094,2705.61967371277,2770.78952537714,2491.6411827193,2594.54902422119
"PAFAH1B1",1692.83430408506,1655.62760432079,1628.60794092011,1508.35462822179,2033.62944180685,1582.57765363032,1287.94455673485,1448.01981172101,1421.88458976402,1557.23394775534
"RPS15",13747.3303965072,11671.2453526258,14554.8585800517,13730.0102263104,13799.0590029968,14719.4581371266,14744.3615483317,15429.807089947,14356.2576401604,13694.2107064217
"PSMD8",1224.0980472916,1224.47944180684,1326.61659939228,1527.24587356375,1162.79274386745,1382.36439170386,1971.82483684356,1494.18919774159,1261.52163838699,1355.57944180684
"GSTP1",945.399067405549,794.830295197485,1013.56387488057,874.180945785576,767.374696278786,1079.52704950659,527.598812753635,942.518131182257,985.849993952416,954.556623490373
"HYOU1",1832.1706198845,1231.8242517221,2228.18734269944,1149.92515757551,1598.1246903955,2890.14752694631,3920.82597363292,3036.46474798976,2002.14200966538,2231.2426184222
"SNRPD2",3676.90544042306,3734.23208789209,4292.89932294768,4999.85389769079,3592.70383052106,3378.12642719112,4903.09031112273,3061.06534171558,3541.76698713492,3251.36354692736
"PLOD1",390.516831136381,437.39544460182,520.961182679529,508.481191037175,579.025314635584,561.695615886442,434.129441571509,459.576074034911,424.687784002999,366.522697071365
"PSMD2",1283.20165624166,1469.56660857382,1469.3191041993,1258.91169174843,1631.64573331202,1369.71775010605,1750.19533830011,1531.02944180684,1168.01750760564,1128.93936841467
"RAP1B",2743.15228944364,3151.39827201508,1894.72277254893,2602.7401450892,2315.50245635188,2156.07944180684,2007.02508805175,2017.62909724444,2337.99062243719,2357.62722141034
"BCAP31",2447.87944180684,1626.04757414262,2861.9904663598,2013.41050828274,2096.94690458881,2829.97524848616,3322.06237800909,3097.77837475979,2941.31829997707,2694.28160981638
"CTSB",4205.88179173159,3196.05035070491,4796.8762157044,3540.33170425804,3153.02453158513,3314.6871565525,2650.49198659486,3393.0868643427,3583.3491687175,3493.59327739564
"KARS",2960.02325869661,3776.47544524744,3823.41011163518,4079.79877485813,3821.58320993422,3067.35183271702,4009.13909779375,3670.51717858393,3358.85164255425,2961.83581907862
"PPP1CA",953.256899014686,287.665664571629,1003.43939433856,467.801250805853,431.121155626636,1334.01485820936,1842.61532101494,1415.07560241801,1263.66824660371,1198.85947786384
"SARAF",3877.28341339952,3288.22944180685,2888.58518814939,3113.82944180684,3362.98991689446,3248.33345634113,2973.32944180684,3338.63995719649,3526.35951701975,3967.0723792117
"IST1",2241.9110092898,1845.27423296147,2229.12385411841,1687.01654313005,1920.86076028947,1892.39457207335,2286.66249101517,2259.00660985577,2479.2602142417,2095.99511709075
"GNB2",777.179441806843,189.982022451242,810.783300689329,298.209154649299,234.279486033722,1334.38200173891,1137.80217073355,1298.65185746072,1142.68402521949,1150.56879862923
"H2AFZ",1371.11867888168,1760.65831665882,1100.28845175094,1410.52769745854,1759.11436903957,1343.24628229662,1695.07023414101,1028.86572810248,1159.8291558459,1292.07775670635
"NCOR1",228.142035764689,135.004410288539,142.439503262488,125.704602798164,142.496884823897,122.422013242302,250.132000790281,174.5104762899,166.1735572619,181.339327415542
"CNOT1",1537.49934662347,1419.56585235837,1800.84559012549,1238.82307877786,1457.83165165027,1305.98246714365,1754.74254379636,1375.77290466495,1378.45010747726,1373.22474162196
"DHCR24",1689.32881176135,917.704040746341,2615.02379935768,1111.7095573274,1401.89466658504,2591.86955431708,4695.85529557994,2898.46658052898,1722.13930904288,2255.73376988511
"STRAP",2017.97944180684,2017.67874907608,1311.02944180684,1755.66523598777,1939.17944180684,2027.26888152832,2522.07944180684,1827.2463996325,1664.13122918865,1945.86956796144
"PSAP",8653.97070434343,8001.04087080162,10542.4167245258,8160.1441146633,9376.76578884227,10100.1128809641,7916.35088561621,8832.78568835987,10069.7568367957,8218.23683061992
"S100A10",2306.27829470961,2688.47241648504,2455.82627033915,2152.36046634367,2515.85141420966,2636.4846249235,2318.68723747624,3339.91618589043,2118.96248418153,2786.68165038923
"CCT4",3563.90028375431,3576.98391779144,3753.19920084727,4190.10708403508,3736.5765126551,3883.52458983812,4688.34879095469,3062.27944180684,3179.359500086,3270.32335372447
"EPAS1",53.8101089846617,38.2128778984311,34.112183238069,32.901354028409,27.4262479427081,74.5455607293155,34.8411712213684,34.8695287910516,57.8190655837555,62.7473310343489
"CKB",4119.91302853404,4547.52046460587,6648.07773356823,3139.77336985822,5410.91103390392,3564.82944180684,4468.84875816226,6471.01381539256,3326.95125407624,4475.1224339287
"PGAM1",3615.81781932926,3088.66835128913,2692.72944180685,2555.32938312493,2839.28509569141,3370.41628088789,2515.00803719759,2767.66651020585,2895.39616792895,2888.89188425933
"SSR1",352.279441806849,112.936719628678,225.282020522102,136.732047087751,150.261890260671,364.454774218272,599.579441806843,328.440955221072,276.269693001112,489.575030318027
"HDGF",1337.51301014936,1223.28201944005,1827.84154348967,1118.9430232644,1391.46289406689,1543.58300349829,1601.68575627973,1691.94058879012,1464.3522285133,1313.93062309547
"M6PR",294.604454542989,151.483991896935,278.898371811462,161.120684611643,115.917487837449,309.906793543909,155.932738435723,223.844465266107,276.628654410835,469.97348594413
"SELENOF",1793.38431942953,1027.86271115412,1014.59997530906,1379.98010834797,1246.67474378418,1285.73378716941,1329.08988471382,1441.11593010315,1382.44464797964,1656.53704268137
"AHCY",1085.23589601151,528.948589218936,1306.27937433407,792.279441806844,676.698251139548,1865.17345066642,2192.24880472105,1714.44294678136,1359.81863604843,1230.54479818613
"CCT3",1331.59455724067,1650.15538072386,1840.03838848717,1806.90152348696,1817.77685555608,1976.77944180684,2375.73991110517,2001.93314067857,1657.33099769924,1302.89367755316
"PPM1G",406.946038606176,373.181957373123,499.185338720426,336.625310785993,442.937123347711,556.062028692342,649.500090944456,637.945807041565,486.109466366671,418.906697142597
"PHC2",810.101954604209,916.873617470385,1014.96028379611,660.558114075711,872.111972028925,973.559822086299,843.315991517437,828.33665945271,905.238185567554,822.458483824004
"KDELR1",372.923182714549,49.7804579651102,230.198914422303,60.4699933577417,72.5459702070534,569.65444547703,516.677893296071,562.19228495834,530.041022225803,608.798829223567
"LGALS3BP",2371.95829655119,961.700789612541,2060.46278767691,754.17742164736,1121.19643605547,2183.61961141668,884.479441806844,3421.78279733771,3008.99833271774,2880.67944180684
"SLC3A2",330.901723971668,225.189545417107,382.406973623207,243.887091721636,266.166444628331,373.706436879501,338.171115059414,463.095539584656,390.061154223996,414.556855781805
"COX6A1",3915.87285713334,4735.82077700912,4806.52263988598,4986.97944180685,5104.05069202279,4577.1314994576,4360.47944180685,5543.63262910821,4070.92480164044,4565.44984272671
"RPS23",14337.8794418068,15051.1420777423,13882.2311126996,15821.8661634186,14507.3415412816,14002.4740571687,11110.1353316434,13633.9312109012,15196.0619124106,13557.1904949417
"VCL",4761.77944180684,5185.6512784175,2234.92944180684,3136.26760034439,5226.30713405617,4474.24883567348,1556.14263841632,3412.89938880807,3532.97944180684,3646.28793332478
"DEK",2621.97253849028,2235.90836864269,1800.13104457119,2359.75781254891,2310.69154903903,1991.27944180684,2537.06580186291,1584.58424738051,1942.35711247474,2245.50856490318
"RPL8",8198.83133488741,4726.47944180684,9110.72914856644,8336.71442450497,6998.62944180684,8984.20048287073,10972.440621578,9113.24094625247,9032.06087352054,8242.52563646205
"RERE",1834.30433623132,1344.03503149031,2552.64783793195,1574.01968854505,1889.95190112651,1602.65188366467,2879.17944180685,2050.5808257843,2009.57338429994,2045.27944180685
"SEC31A",3106.70883752575,2858.9971042152,2781.96532001712,1892.48565144077,3021.1957536104,2844.51305089105,3265.99233514077,3459.65490423969,3201.39725917749,3061.39764870063
"GLUD1",1301.93876034076,2062.34833783862,2152.20339697088,1971.7262379312,1637.50187387655,1965.62668091803,1879.16080696301,2300.25947548796,1817.77887339344,2435.15353912915
"MLF2",820.167310437569,473.359254581528,1116.39348787567,484.953839232166,627.023286957568,975.629452938138,1346.43796858828,1080.93703049732,999.855834836276,1145.27944180684
"ARPC1A",1320.87682172602,620.806848045551,1204.94467526705,844.779441806843,1000.78448410406,1318.71646069313,1784.14857913746,1138.56679177562,1023.75812439699,1425.09314609865
"CCND2",31.1059762401404,34.5244141237246,24.3553110102593,32.3369412862167,26.1270315139718,39.9717171613259,24.3237757277408,30.9317365169574,43.3732678691687,49.9485271536015
"IMMT",700.077808838236,1016.44009492856,1013.50611756956,970.816046469841,1348.50993159919,832.74089677612,966.679441806843,788.183389788676,704.970012579014,695.608925648669
"SSRP1",591.958830651727,650.981298463461,911.352213162722,499.92346925196,617.112876948343,594.330529544824,811.312198362835,650.079243413837,591.896519524897,577.478600458165
"SDCBP",2523.18171566729,2834.7102392166,2152.31004839146,2732.90478284,2517.19577123716,2442.07866971105,3188.32958126515,1855.70211220035,2203.19823525392,2275.95238598516
"SEPHS2",788.525882238482,755.215630286394,899.833998645285,815.408939009047,893.61102127652,806.575085609094,1007.5329936407,897.982720137266,751.768662833609,858.384927548931
"RPL31",12281.7855934514,13736.8794418069,12750.0167805624,14869.8114049128,13515.5465202059,12088.1663143757,11440.9087470162,11869.3569912318,12422.0234119731,12066.4240684678
"UBA1",2386.2288507761,2009.72944180684,4199.87647040864,1570.76709583839,3049.13427472855,2638.68759708888,4462.33650906458,3460.36315514266,2856.58278039186,2594.0688180507
"PPIB",1507.1731320784,791.996496647346,1837.81943130828,1209.75525372498,1183.49205877468,3235.25704174538,3282.37230230843,3905.07391775344,2411.10476445846,2192.33096286265
"SERP1",3989.55523143751,2884.50001829629,4510.33499570273,3207.37375184634,3055.60182448417,4442.72973277962,6138.27944180685,4365.30590295441,3702.03428009494,4669.30364428652
"PPT1",2302.91760032619,1958.87944180685,2244.07944180685,1874.7295404262,2152.57944180685,2384.87944180685,1607.87318962825,2610.75768270495,2069.42474569685,2513.76057609293
"MDH1",2419.16183375525,3105.64714863039,2513.03992351805,5822.57978957375,4520.67944180684,2466.78914018203,2840.66604377173,2520.57346396331,2515.11076174485,2357.35467049096
"ANXA6",1425.53721265097,2050.75398050777,1034.60782659601,1086.76025587171,1565.49166723012,1803.17048701776,688.710527216401,997.123472247574,1574.94213890842,957.640080081595
"SERPING1",1831.67944180684,1249.87944180684,1135.04123089642,842.079441806842,1050.5008869471,2361.87970089534,731.236357461961,990.082608678725,2128.06406399725,1386.95430708301
"HIF1A",3289.3564959141,4363.69879953083,2483.2954317336,2989.42268453844,3002.82435819823,2663.05801822223,3241.39225712481,3616.58766293118,3282.57944180684,3069.97944180684
"TRIM28",1278.91988645301,928.984487174813,1502.04027397392,771.217357498884,1185.72693739615,1734.4805616797,1994.17944180684,1825.96057045995,1605.19679708223,1299.78387595961
"SNX17",1108.74683493754,399.99792329797,706.655466110234,474.480584473897,455.406737352373,1127.6625088835,1192.69379010524,1150.41007091796,1120.08754110998,1217.71640415675
"CKAP4",1912.77259518603,3029.95921677731,3147.42805403661,2765.93108079787,3447.94677562574,2162.81002327133,1227.29302400471,3044.77619249784,2382.70378368518,1902.73266660711
"AARS",1091.59488177601,933.564033661272,1405.3281181996,809.693193694841,1311.47310178831,1334.73544253515,1504.34626807065,1462.07800920823,1246.79002769759,1166.51556849055
"SSR4",3726.37944180684,2108.8786987454,3408.36293741183,3749.54668992217,3284.31034736495,4544.24153257027,5368.19729891944,4582.67944180685,3889.07211849937,4242.85764929304
"CD9",6446.90825676863,5608.04953334685,6725.45229967805,4968.38987962517,8261.27705176057,6329.00569559224,8920.75439675587,7704.2005586842,7300.3986268783,9060.70919184622
"HADHB",2178.37879408162,1730.79811128876,2129.35704061491,2422.07373971428,2534.07944180684,2242.32728780159,2671.76334817161,2657.3757850393,1985.73370659923,2257.02878424626
"RPN1",719.911908405968,1243.196843053,1420.99016662132,1292.91269725805,1235.28791678441,1212.337892602,1425.52017468139,1361.77944180684,922.465204498538,903.030370013075
"ANXA1",3164.95410757959,3310.98629989579,2734.59109183225,2884.87781522527,2812.54277143728,1940.98603892013,3895.40907621146,904.241694056221,3320.53254460143,3634.73143416873
"JUP",1079.48629668918,377.359683943801,1756.94905591564,392.782800377973,502.025025083413,1013.97861408775,1612.17837640106,1458.74078688676,1354.31988730723,1247.10704995238
"EIF1AX",982.127855323722,1181.90470287946,770.136866261728,1326.96576659736,1122.6015907418,955.101596286896,1148.49546050734,929.373143578646,893.668873264906,1044.48363454241
"YWHAH",419.652014614709,488.441145785279,329.52770581104,336.840175566817,503.379441806843,535.353775732811,640.751481752883,392.251764716192,378.442705964246,432.079441806843
"DSTN",10903.6294418068,12398.4536916203,8777.21531850464,8971.33911668075,10748.3930962885,10376.3462541259,9081.26496175556,7853.77944180685,9434.79228355541,9492.62939328974
"TAF7",1753.39969393091,1971.70020128825,1435.95117161847,1916.54267630031,1892.71242300116,1729.21330102791,1925.04301423958,1865.29860355382,1654.39082744586,1775.67954304282
"EIF5B",209.010842960305,279.336055690632,214.524143399221,264.193503796222,218.198360579598,213.681393299387,189.054327216805,240.537534929239,158.390845597151,164.027135086932
"CD99",5637.93644853684,4155.22944180684,5400.0085283599,4903.57944180684,6058.63677083856,5753.92582033215,5635.3497529619,5330.76829548361,5426.50227249796,5548.36045120854
"HNRNPH1",2930.91293151151,3128.07711076708,2949.08483009102,2192.92850688022,2920.96706552517,2998.3431957041,3413.05618927278,3720.27944180684,3256.1534066189,3200.36969026817
"BLCAP",2070.82138731407,1881.5487646541,2971.34910870981,2435.34399811556,2794.99965395773,1528.81391344905,2162.94267349003,2288.27944180684,2260.14316919982,1932.80692884237
"PFKP",709.379441806844,1405.67944180684,806.609461870069,730.111220161917,1309.8655813157,749.703558803126,502.566812889554,694.695876740073,709.335004624503,575.379441806844
"RAD23A",1009.36647028092,1246.16780771809,1685.21270810344,1401.51098088443,1747.00044514536,1153.15426915393,1326.89354434226,1407.53163087238,1157.96259640127,1025.93409771552
"RPS18",15935.5254883007,14379.1465109796,15208.7961209858,16613.9249470529,15325.99804604,16475.681757247,16753.5213290819,17299.4893963825,16894.4522452316,15663.693449002
"PLD3",714.920957470197,94.0144084547484,406.824441738555,121.785996937294,145.86106188074,1117.15197981394,676.421495556139,872.898036282478,1050.04767122692,913.792699888372
"ANP32A",2279.92446525174,1109.76116896819,2303.47944180685,1196.20950907258,1308.38550438203,1994.97373355781,2370.27779072329,1912.39068960389,2011.01050518861,2754.48540281922
"MYL9",7893.2765658714,5025.99292065103,4388.94800768505,3911.36006167697,5400.23709828238,7486.88561214112,3111.90876041229,5350.67944180684,6108.19226146991,7050.65101603877
"STOM",2814.49606511473,5656.80750829295,2398.93645633476,3771.77236629021,3476.33133228336,2508.9058297709,1321.93870445927,1554.12944180684,2371.66637775097,1880.83708261015
"RCN1",1321.20744382452,2302.97862767295,1608.70414500505,1838.91184952271,1652.96797781492,1535.26618966507,1113.2056568456,1548.41408650517,1451.89921565683,1252.93555229032
"PABPC4",950.554223057423,1258.03366775296,1165.37944180684,1042.94552949166,1203.51606938827,1252.0710935371,1058.33468146372,1199.26595147716,1026.79833653143,879.676578655489
"CYC1",1046.59764006286,702.379441806843,859.301921705113,1473.34160712388,1037.88346840894,1190.45253411286,2059.90847435375,1161.49771278782,947.348915112743,974.075953717548
"MMP2",1472.37944180685,1562.44456410132,846.979441806844,1720.83209933076,1696.96696109368,1718.38402764807,754.841670799955,1142.52247272652,2778.63194700447,1154.31953898631
"SNU13",725.679441806843,911.421621159033,1077.37944180684,1200.37192819486,1085.11816944122,935.159962041863,968.782183483341,819.579441806844,753.279441806843,690.553694734547
"TM9SF2",2640.95330174734,1602.6057783579,1865.16184647856,1395.67944180684,1632.94244543488,3088.43993416296,3245.87245149155,2051.72423356055,2147.91844201768,3377.49400940087
"SYNGR2",2258.57057645226,507.491182734662,2226.74733208255,988.611954146412,1005.3014101997,3270.68874853201,3223.46983232894,3154.81608301034,2503.66380098379,2781.23449936637
"BCLAF1",3233.02944180684,3106.82174606903,2194.84518629448,2516.84839086035,2371.17944180684,2524.77944180684,2774.23112442183,2704.46129489129,3099.01981079802,2739.46222612052
"SON",532.14317870647,735.415012623391,1064.60020274803,1343.82877824896,671.630307395843,551.800391346646,404.262639960657,727.602677821213,629.041341220951,660.593202469903
"ATP6V1B2",1170.87944180684,913.147755299568,819.479441806844,913.579441806845,810.244446853108,1407.10581567882,1036.11079113619,995.486174111963,1141.55491643866,1199.91763534174
"RBBP7",1825.25581614225,2175.92846445763,1664.44788592486,1856.31615264845,2140.95668251504,1641.99300676571,1769.56496484621,1658.58521734821,1916.39421273122,1679.30625171059
