"","GSM160404","GSM160424","GSM160427","GSM160428","GSM160429","GSM160353","GSM160358","GSM160362","GSM160391","GSM160405"
"HSF2BP",33.2961192836077,34.0193972412314,28.3590470027564,34.7193725515574,34.6902960007314,27.634637421507,33.7923045226256,34.0509434841972,27.5550777684748,34.1086888434031
"ZPBP",21.0247179561693,29.1088615300508,22.857719205784,35.4204880282662,27.6392072897164,22.3998619598459,21.7846011793223,24.4269425040428,21.7261862698235,24.2127655607951
"LDHC",38.9709358483654,49.2171608715491,75.574387847031,51.093876162039,44.9279209983721,45.582841233046,124.173759169102,32.8730737142812,34.099388218661,34.6653695193286
"CHRND",39.6385035969537,38.0236857119523,47.9203425014245,43.640172924379,38.9402475067997,38.6940456498135,38.646253807133,41.0257153732168,38.1873278757678,39.387886977426
"ATP2B3",51.0930367702577,51.1121137298085,47.1256836828549,66.2811792451781,49.7702085699616,50.8022121224498,48.4126087173532,51.2149837437076,42.0224519843932,50.6269262768289
"HGFAC",46.4512283562797,38.9448008757292,68.5118563767469,45.9444037475499,46.3915693920138,51.185528443725,50.4427438936023,46.7134167815299,45.9241469132559,46.6713868856883
"NKX3-2",56.4861208620243,56.7293915488292,62.1877196336518,66.5185572322713,62.7666685673379,48.8977002403943,106.59825228468,106.944822670745,58.9416350470667,55.3396257138376
"GIF",18.5563535198561,20.1566358329326,22.5747019961184,32.6408117884775,23.1140555777271,18.1843834166454,19.427356485545,19.2324711098809,20.0077749274434,20.5702852417804
"GLI2",93.0289742223379,90.4817283346733,54.155330119061,62.7286529116524,68.295623998946,82.4155265734067,38.8292149762768,44.7003481790946,70.7869581833288,58.2785411857675
"SLC30A3",160.446149414649,159.524783681772,153.505032899124,185.777127752878,184.062383259696,163.952708182729,151.387130523827,163.20415509929,154.988865261172,196.982693211373
"GRIN2D",25.5526931817703,28.7868363193105,26.5983865035651,23.2260480796461,26.1310638151332,23.3030509726966,23.6126219335854,21.5560282074516,24.4817924007762,24.5103739461049
"TNFRSF11A",48.1496165650043,49.7804579651102,46.5730857769813,45.634211701682,35.6206617219351,50.3037808801768,46.7732512211446,55.5073310018396,41.3500858532686,52.6461398601282
"SLC16A6",41.9264428811551,52.009083791823,71.7937598759838,61.9941249320606,49.5976132377088,31.7350262927786,47.2072723493969,56.6745271419504,47.1326881199271,41.6096293805457
"MASP2",33.3468350670102,36.9023249602351,36.9435351245963,38.5686701116276,36.8698618259451,33.2161086407241,33.2118790550523,35.9872431527387,30.0022315790271,40.7056179049587
"E2F2",24.5614796042689,29.5979341260493,23.9286957002769,24.6868641672758,31.549987474486,31.6912157831581,28.1363105748285,32.1941898179909,25.9207503187026,31.2982115554316
"SLC6A9",24.5020798495122,26.7224585892097,25.4311614806493,26.6289053018007,27.5146779182178,32.2942254629021,22.6823687960474,25.7802712395355,26.1399423927027,28.6388825833784
"THRB",57.3335796395879,58.6412161270311,65.4557773365791,56.0471588003891,64.2392332604385,64.2392332604385,61.5448824421304,63.9412112258693,71.5862921684901,79.17211023466
"VPS50",31.4812703129131,37.6224641777966,37.7281534584502,42.5739233288608,40.5201739272035,24.8205216779332,33.0681463985753,31.4327137238358,29.9446516595167,36.6965820960832
"SLC6A11",67.5057867815789,98.9367702771586,74.6880610286047,107.902911120401,90.8439423456578,69.7851622856936,62.9031757796415,60.9391915179863,64.1145848059616,49.2204454066576
"SCN8A",37.7402484327819,36.6683927288477,35.890288450954,37.1243663916713,39.0851897615783,27.916573353843,35.6559113065985,36.6365900681477,40.6217622491996,37.6769187390263
"CACNA2D1",64.5331563043758,56.1546794806372,67.6209695080542,82.5925469740571,62.9510753523199,66.6944443241428,65.0219112249062,69.6011499369978,66.7231456516547,94.7400813082148
"SLC17A4",38.0239480064905,33.9842644839923,31.8640158003127,33.9548813337981,29.839330033262,27.8662964136655,26.9257800641206,33.0276006055547,28.9336750502692,32.3051164442824
"HAVCR1",18.4478033576194,20.7686007101061,20.1414458263724,25.2193223254036,18.8222061251107,19.0798131441791,18.0975247216221,21.3363667898285,18.3708229353423,20.1414458263724
"IMPG1",14.0821368868271,15.4318968350599,14.9451396346141,18.5212348587133,16.1808022707924,14.8758449793565,13.869418254876,14.0492084194616,14.1006138346154,14.1005325939513
"GPR37L1",25.0896441142119,34.8069804257318,38.7673803112161,31.4541641783304,33.0238684731475,31.3457714204275,29.3339520187811,37.5424179670104,29.2948679204636,31.2456264428957
"SLC4A8",18.6412789409744,22.7901779512062,19.6681425013093,20.7190181352235,20.5578871407966,16.5694346964612,17.9903093998312,28.5779339078771,19.3456645694367,22.2466401167276
"PRKN",29.7601720147161,25.4121412736041,24.3918585935165,22.7762652593213,25.8797301777666,27.3734992376903,24.6716922958374,25.5554090287839,27.4676414941581,28.2944907645588
"PAX9",73.8275056413279,38.3189935995706,76.2930879626016,49.9399869852043,55.2045069333219,42.4577393503906,48.2488606950931,64.0729166301007,62.1447494581326,98.5602595621522
"EN2",21.0635617558648,23.0718375684494,21.3706821870748,25.2631595635337,23.9704054048453,20.3486453829892,28.7352147837489,20.839182127571,19.9534506953204,21.3102909334341
"ERN1",69.6527364663814,73.2945217858981,67.2969124796785,90.0135739739257,87.1498999357695,71.9866865282043,76.4460666019412,70.5990876755849,64.7410547771068,74.1246635865702
"IAPP",25.7879601742253,28.9992974670084,28.0362359096198,47.6059067730715,33.0308142480639,24.1698785429414,24.9868484321862,22.7900736291155,22.0307818216686,25.6783574395421
"TTTY14",273.810175451827,308.243410929867,547.797386476687,353.481613295291,461.308270013381,178.287592698853,99.6164343365693,507.193768054996,385.579441806843,336.807208066205
"AOC2",29.8402138180319,32.1741236905104,28.8187067326339,25.8948852353217,37.107933104289,32.4443941913679,54.4503254045345,36.9640285887218,30.9408984740497,34.5633936021992
"KRT75",47.2300514850632,46.0901140379982,47.4733954893214,52.9947146606383,38.4785581831593,38.0568088603007,45.509996362744,50.3037808801768,38.4992455143736,43.1241940762856
"HRC",48.7511461641347,59.1887853447085,55.9472022044539,473.914750396424,286.936054176223,56.4183332186305,50.1765858096286,55.1799420872412,41.5718210646359,47.1758138627448
"HDC",83.4336832021672,199.335151166155,70.5239940608966,77.7858127691672,132.94882849656,122.409864517663,82.5484527551948,55.2746438571048,145.760506961602,66.5467267551587
"ZFP37",108.003414603571,61.372910480954,55.0979726852125,57.033366363791,58.8302606187606,53.7515590102092,44.8234750179724,66.8975241611231,75.4638121373768,90.9562443634221
"RGR",29.4543549500067,31.3010185609816,32.6216991940645,42.9361483370058,32.1845102334911,33.4675359086559,28.7289834569838,29.5052159115943,30.9240547458542,27.9974882168746
"ACO1",790.581105902123,930.968150732717,557.79406345816,638.442118783865,793.118531520781,760.276893821544,634.334241819117,586.902057887138,767.829320933569,749.086024597864
"IL18RAP",68.6108721417923,134.530613197615,67.6669368878642,91.2559294963784,90.2039597964521,47.2298305613626,52.7596351383018,58.7926489468111,61.7256224875024,60.2262874467809
"CDKL2",40.958344690434,43.5607840540889,38.2805476688949,59.6621919201042,44.0408377144976,39.2173028816684,36.2991876683462,37.7018134154889,37.0309567649192,39.1850929327407
"SLC18A1",29.427020048867,26.3422962664408,25.1424207235194,31.4770396302886,26.3582344818191,23.8228961196835,22.3972148019945,26.4484286265164,21.9890098022495,30.8609897005049
"ASS1",1135.40303056217,794.70540729674,1670.03145760882,601.371710467481,440.070513508163,1156.72818870142,1344.35172666085,1672.44176320689,708.005729010942,966.221820722347
"CELA2B",22.2763359586123,42.0055471812313,36.8377074462742,39.8850366896825,35.7297792023422,27.2725068700491,20.5015323724295,23.8437673269626,22.7728465601259,20.8398497717291
"PI4KA",807.599917712826,293.535962998513,710.997905126313,247.211876576614,429.056117970899,842.113767846341,795.841700902617,723.874586148455,745.523061296135,762.716946365352
"POU3F2",26.0117039645943,36.2258063374308,29.655434106947,37.866866984291,35.8200475079328,31.3002677965368,24.9501506844567,28.4872006002727,25.2631595635336,28.7882190556467
"ANK1",37.8753856035317,42.9516630591956,40.1778525816538,294.400374115897,82.855697372149,36.2852647705746,36.3483352492596,38.9119098184246,36.2852647705746,33.6686707980025
"NRAP",19.0130755287903,24.2897388941929,22.3449255790145,25.751913841277,20.5031505274736,21.4727309998381,19.4998917470686,18.7114553684075,19.1950124368863,21.4702802150207
"ZFP30",88.0251322337661,90.315696889974,87.9876151684162,112.154496380104,115.646068205714,79.7657745548279,90.4053784291314,87.5739927855088,84.0830145517162,83.4132881745234
"P2RX7",44.8987442084949,32.6623263576912,34.5370402537749,37.1975829634767,27.2566754141812,41.2429938435215,30.4001381701805,34.6611690387018,39.9090118933934,36.3024220023726
"LEP",22.1938461974421,25.5241230635521,25.90281082123,28.63347399276,23.0603872636149,22.8673744293098,22.7282677833954,21.15869869663,24.1039266560553,25.3760708414001
"CXCR1",140.925360529353,117.624686989896,91.9222334106902,130.536821552415,149.444075201479,133.053284156693,129.254360098876,131.025285982556,125.142478062007,163.394006231108
"SLC10A2",19.28419981119,21.9218438313637,22.3701353460087,26.772594167005,24.2587226363933,22.8865513204176,21.4885429062884,24.6109858493467,24.3736662238505,21.4655746409506
"SLC17A2",34.2747613823105,36.795128870486,33.9674814766364,49.6168554592277,36.4256170092667,31.6535289827733,27.9567330533862,33.0635393000209,28.1313979271574,33.0398390701858
"CHM",29.0503916914178,20.5684102520849,22.2838660497333,23.4478743411896,20.7110811240142,33.6397637972737,33.9461171434016,26.5375590196708,24.9232326346056,36.012304676884
"AKR1D1",18.1304467465897,19.6025485747559,16.0933440745903,16.1730447390212,16.7031754196392,16.1636199118625,16.7777600201619,16.3694772314128,16.159095360502,15.6302378993353
"KCND2",18.1101657441256,15.8555841718385,16.4929856842485,17.8536038655767,14.5245682496809,14.2338285189042,16.6901585998633,18.7084120603795,13.3115881235693,15.7687173876066
"PIK3R2",36.7520036498646,42.9113351006695,51.2197578206837,50.8704108815463,38.6413625986086,67.8768432934553,54.0558739477581,59.8586955866787,52.2950557355558,49.2716626256607
"RPE65",16.4860665913871,15.6001966947593,17.7963977708436,19.5557729718604,24.4454821803144,14.6412570478174,14.3588011988077,14.8272655316737,14.640223515009,17.76836823759
"ADGRE1",37.6859212500917,46.0901140379981,39.6075786557425,38.3424959844513,36.4971096047488,38.0163348993614,37.9693860810864,37.2876330970441,39.2012282019569,41.4902312009162
"TNF",32.4545627090368,56.1724073138395,34.1978427167865,43.1008141583227,49.4854287970455,51.4855264680012,32.0623071586701,34.9583244848179,38.6074145046889,40.7604819174817
"LY6G6C",45.0582418021737,55.2803697186865,60.0183117305183,53.3308883873071,55.81178866542,51.685744995591,49.326413680858,51.6510548767526,44.740782431199,66.2204292478724
"MBTD1",21.3376147406311,19.0838668000605,19.6312899953666,19.2565599844143,18.2525635362513,18.7116774336429,21.8907834607911,23.8655832206059,23.3717693801358,21.3402502086926
"GAPDHS",21.2205965266554,28.10485090936,22.3614104029112,21.5124858630383,19.3935263129068,22.061948856426,21.6521874994339,22.0214575786335,21.7725385047605,22.8527678415865
"ZNF667",48.4905414786059,40.1416809174856,42.1785643204611,41.8950797609263,41.8753816209244,54.127424623554,52.6539936292055,57.7108434527588,75.5166312096196,53.0152997074529
"MAPK6",1245.47944180684,2015.80792949229,1200.75970319587,1762.89669072633,1716.71413351922,960.802150774047,1545.07023825206,1218.74247449524,1239.43907770933,1141.47252597309
"MATN4",42.6846083072959,92.0967134017065,64.1217731387977,91.8144834278594,72.8953610617756,74.6882014783675,56.2608758763237,64.2005106715495,50.8839137176064,44.2491379669862
"GNB5",192.857095538102,154.198582376859,77.0140692771196,71.8572919673645,122.34760308421,182.345106101855,86.7195504552915,133.17733689606,148.575693179918,206.914788079705
"ZNF225",31.0079118836455,22.7369790404793,20.9144838236123,22.077745308531,21.0325389294077,24.2127655607951,31.4064737402139,24.8889569438653,23.0733786071065,39.0561360068671
"ZNF223",43.1068967002248,23.1663642126594,42.523994246492,32.7220877650787,31.7130587815838,21.5124858630383,37.4261245560095,42.2125317450441,29.8312176776018,48.5168430447851
"PFDN5",3653.60836347074,4866.87354478637,5298.57954842487,6519.6898218685,4594.53005621194,4227.48538749839,3823.75207970542,4276.09411547817,4636.2667047403,3696.76289168702
"ALPK1",149.559587628662,184.772396156544,217.400884865973,218.016403135249,195.715282093306,181.519581764227,161.434788566694,173.750194883145,211.164532411257,152.746905413837
"TPSB2",305.657200866092,115.93551336529,127.326788803499,223.566286503248,124.292263184022,833.417852543234,227.986617229937,214.304306401018,1702.91966212972,225.605506028901
"ARR3",76.6751262896214,90.6647566051061,78.8926565360634,121.81250554214,82.5814147880311,76.8476485818832,77.1795343216973,84.6523811122216,83.2339547831749,94.4884365764115
"TONSL",30.671928497466,51.3510400726386,54.3464491791527,59.8180480555057,50.8205033253427,34.2917238940871,30.0437242372069,30.1317727910241,28.3195617766895,27.451268136023
"ATP4A",34.159494244816,38.2093971694169,38.9350894944009,39.614990517339,37.2224731455183,36.2296264252571,31.1239021173511,39.8803878107368,38.977910755041,31.6154760447072
"CITED1",83.8375434957355,174.429912976312,333.511446652725,621.707495419102,512.699249380713,87.2535041546337,772.020839417834,108.535591800038,850.680113073648,75.4832228335682
"MSTN",14.6439872705033,17.0995518650678,13.8610603652516,34.2705354999769,16.4001873171201,12.630362924792,15.3112496762947,13.3691917473813,12.8450642130475,12.918781076039
"KRT32",58.8704302121593,62.2362660804774,62.3256999408592,78.6372429340595,73.0174809590683,66.900357025725,61.5040034098083,60.1194455794966,57.1608800121148,60.8765430635997
"CDH12",15.3234269818505,19.0025890750156,17.4041121509562,24.7820270389846,16.2533913627568,16.3459101225382,15.1932271573132,18.380537433755,16.3154467465114,14.454739841651
"SLC18A3",29.3830430032775,41.3097404280283,46.1396841122902,56.1547499672195,46.1428725989072,39.0130764859731,30.3448265963397,31.2958025905491,36.2017451276273,33.6738803052609
"ADCYAP1R1",22.8511442510392,25.4252180127403,25.0516953672984,29.8590610243644,23.4164869751575,21.8164363156184,22.373902261748,25.323490501676,23.5215846404781,23.9094625725471
"NTRK2",42.9129296181914,46.623983179852,37.6043080569725,54.0233883581422,45.7117848622739,36.2296264252571,40.7369139591619,40.4653613454341,43.0360549945071,47.5604979304502
"GLMN",147.351942348544,187.7639075248,137.107026007623,149.701747018548,164.566112453489,119.150095609113,114.439009737843,194.040946087164,144.070063502445,126.794875562462
"DIO3",83.6464088628324,134.805171720251,78.6130399321385,142.476270127439,129.496696953085,109.558901167241,60.3810174258103,61.4651609365787,86.5874236311934,69.6914296085884
"GNG5",2773.50443465294,2814.12142168488,2904.91817739396,2656.38442077086,2973.25300620503,2743.06266577624,2080.81470816602,2840.87944180685,2599.54674137811,2538.81252367822
"APOBEC1",27.9968709106982,33.4111150710784,26.7395849172449,38.3836923017944,35.6990768356806,23.8534970562974,25.7949578827597,24.9765924707478,23.3367892314432,25.0489428884251
"IL12A",18.1969596911743,21.0253579210856,17.2824447641541,26.9818872273569,17.135646841973,19.1883420706989,17.5466267855012,17.8044903816545,17.1861103489068,17.8381296199165
"KIAA0087",14.1934249796567,18.5162738301085,15.4131607011034,19.1133556589354,14.4730215365648,14.2250429357804,12.6239467053554,14.8295664021313,13.7998553773108,13.7039183393031
"CACNA1B",34.0713382977235,57.7122837530085,56.1989332706158,66.0185910928996,71.1002912961481,37.7958136349274,43.1741300867662,41.0045748464013,38.1759809818852,40.8231911139436
"AKT1",1057.26464412325,734.179441806845,940.529441806845,446.114557266075,997.026987897704,1184.78990804168,1150.7691924001,1721.34945414659,1315.89276712435,1183.19781255301
"GNGT1",13.0431090659348,17.1062479455468,14.0097783270203,17.8654838937734,17.1137043679167,13.9697861427779,14.4259008422549,14.2233024110964,14.9442771258134,14.1623296104709
"CD101",26.0945212008964,41.5398888945465,37.7409997930519,30.9805724605356,31.1678099037466,33.8256834329234,30.4394899781067,35.2951228853538,31.7170580913081,28.0673283388901
"LETMD1",994.646515506201,457.102575676276,1024.12178538401,633.180278190772,639.311558077331,1063.38979064912,1052.73735888503,1010.26720456092,1116.31888512535,1046.12944180684
"CDH11",993.002200880378,631.101532309763,327.524738726199,635.009249811809,635.817993923028,750.128101951806,392.744418927134,789.615049400286,743.779441806843,718.234175585697
"GPC5",23.7155722785549,21.3093486504486,22.2144836237628,23.0104698825402,21.2050870729879,18.8927479039935,18.0116863074314,19.9093475162038,19.7895581615593,19.9937138804447
"ADIPOQ",15.7925959242805,18.2653223115788,16.0031408469773,21.0707352298597,18.6913609110738,16.1914763936817,16.3247636802487,15.3501628792499,14.4658029439915,15.7545532037889
"CD80",54.3492465843622,38.1543319813039,36.8971306832049,48.0439667659847,40.0381764041369,42.1217705183302,36.9794653396664,42.2646638895751,42.8591849765967,47.5402861576751
"PTGFR",62.3276078280099,63.1135019834388,58.8522014755138,86.1436503612788,38.6184454132739,68.903344292934,36.0843629917233,46.4525075304539,60.6552898746241,71.5248643027499
"FRK",24.1210753190519,24.5583638526393,24.7786995210258,34.7725463038056,27.4018579302612,19.2810796876081,37.5079988813934,21.8120110043992,24.1528492126096,22.6726729199462
"TLX1",52.2484139375079,79.8973613819071,75.9293179609322,69.3386767038334,69.0203972581562,51.0905990171131,50.6486555777875,49.612676443797,39.2203111491203,41.713281794852
"CASP7",470.938180611098,379.983819452655,448.740079841888,586.631451513311,460.714746020004,474.11001522894,470.089966146747,398.736206298732,435.15501154007,470.479441806844
"GABRA6",17.655473942821,17.5379738734124,18.8591400977353,21.6904157052475,17.9874555760236,15.811194960744,15.4779724570031,16.6633204199363,16.5731820046389,16.9145231215248
"GPR19",25.437552336679,28.9021155766752,25.0883184762604,28.4428486003867,24.4832929288394,25.117791622245,25.8759366225509,28.2812448344186,23.3127719775954,28.9018025300466
"SLC6A13",61.7397285935793,72.1787753833211,57.8416596294081,71.659771908294,58.5540006929561,66.8766573653215,64.3867742692717,66.8542372653083,54.5888878217353,64.4493861024898
"SLC10A1",32.9295328937857,27.8964186673838,25.8155363269811,28.5342207081556,24.7729449889716,26.4485083791335,24.732249851739,29.6213687968831,24.8629648821011,27.0625834507848
"ISLR",376.649986450304,749.179490631,256.76951324238,758.635070733297,600.866781954059,494.788287116692,203.200532500076,272.851689074572,377.551836880641,255.663693896251
"DNASE1L2",42.6846083072959,61.188472734442,51.8744828622283,55.4480752917543,63.2258709687864,64.1655752925433,63.6253702603055,68.1616455249678,60.7462286239775,50.7867434941116
"AGRP",75.8080776505423,81.987621313606,97.9515495377799,87.4802323215372,83.0737558678503,73.784154285827,76.9587887364099,83.2751960124147,81.93643460613,83.830323468745
"ICAM4",26.1509707033096,63.1363569271688,27.8931054976672,30.3592110755418,47.7864034630669,27.4261666124103,26.444628373866,29.7481271765358,28.0208247993762,28.4378988450257
"CNTN6",19.1228358796223,23.8544066402789,22.1811211836709,29.6756989533198,20.517314924716,17.3052898326937,17.7011656413485,19.297953550611,20.197253963747,16.6176710961558
"TNIP1",677.153180518135,569.879441806843,809.125197568484,603.579441806843,634.879441806844,573.323925253524,688.585022907966,555.605664076924,671.263777911613,540.886508238519
"ZIC3",21.3594673074412,22.8759545409759,26.92292883297,25.2631595635337,20.0015518226387,19.4749236164872,112.668220171103,24.9560439888828,18.5030499175413,25.07203885588
"TERT",44.7908170017961,71.941243498647,51.0405604827263,59.861747968204,60.1115862794228,68.3317330117326,52.5552639169831,53.2675295878925,44.7578696584862,46.6923884619761
"OTC",23.1073811944792,20.9729677306224,23.9714366637098,23.7615147303074,19.8853767555311,21.4884392990784,21.164901919978,23.6392422995919,20.8083915493247,21.7233881216667
"SLC22A1",24.4086334618475,35.741553833101,39.3237731282029,51.0379518915664,31.3854329391093,36.0268734503854,29.5358108266818,26.6409747834306,37.2248131329983,28.7332980350284
"FSCN2",27.9287947374762,39.3336094416036,38.254624121674,32.1425715539118,41.0638611711436,36.7520802359744,37.1302250111584,32.2500504518088,32.2250772685774,26.616216243106
"CEACAM4",56.7302979429667,52.1136619023294,59.3317168093816,66.1933209961388,54.4655337883727,67.278370572319,60.0239781215292,60.4433557962956,61.3806532668566,62.9004003907529
"ALOX12",34.8168940405832,35.4325389369258,31.2260782616959,32.920308680139,30.1091061652324,29.5488549768693,31.4417985466676,31.1460987205672,31.0349940825655,32.3460581562092
"RBMXL2",20.0928309127274,25.202552731251,24.3323433924813,22.3546871743997,22.777056346216,25.1716683960006,22.8050113902929,24.5929650756923,23.2813625195327,22.0370088615549
"CETN1",86.2096161836105,81.0932469135137,78.8146623234278,85.856061291267,75.6904507676524,78.9660416605057,77.9192031668701,76.4232275970857,78.4438306429454,85.9604762334754
"GABRA3",20.1974661095136,19.4537423543157,19.3154010420667,21.0869221508167,19.9619313542647,16.2028696974624,19.3351172517649,18.9835644431124,19.8839429122839,19.2976746857107
"SLC9A3",31.222955912579,34.0541911511585,33.5671167900688,36.4480258620658,35.1007199145139,31.8594765886284,31.6325501377506,34.583326296376,32.9519395586279,31.6082594221565
"SPINK4",67.5701067525183,100.915455531136,66.6561533375503,85.3075389171674,67.0678521663844,74.1920285186663,64.6004602875222,63.5146950291636,70.2685288918369,70.0371093093628
"GSTT4",89.183293772633,100.90908059498,92.7113932512428,120.044262980966,99.008093727902,86.9898397875073,99.7968819770079,101.873352652102,83.6007411591063,90.4500587343564
"TNFSF8",79.8934775781973,86.0553120140426,82.0256225335517,90.8254921768062,92.9210276220998,79.765774554828,80.4523747706812,88.6383743066686,78.9103857205119,78.298498444029
"F9",18.4115128794793,17.6516283831576,17.8616441842028,20.484972109063,16.979634957894,17.9132163487084,16.0537766954924,16.7380289656975,16.7680692521269,17.4934533636632
"ZFP69B",16.6757366691573,18.7833308873761,17.037234864949,19.3147091758133,17.6274176899434,18.0860527357635,19.7184931191409,21.2818866374642,17.9965998456715,16.1095066155755
"ART4",31.2802325335575,36.1837641337743,35.3066794261745,37.583652426243,29.4846486559331,28.9630375947436,46.2465232613619,26.3563703797613,30.292746124933,30.3816530552972
"F2RL3",28.8793743518493,29.5055657193559,33.2300641663304,29.6380913737005,27.7400616362425,26.7596515759936,29.6380913737005,35.0369019194453,26.0828328430706,30.3909860126852
"AANAT",21.7909390492187,23.6559024042317,25.7459960813661,34.0362076398075,24.8036131473188,23.1715535864492,24.0742660595779,27.5641459985923,25.0583019997663,23.1460257724063
"HIST1H2BN",38.3300035543864,38.3309195334428,38.6500584169695,40.150238451163,38.2480706554925,38.5402177106912,36.6176232443726,40.0462316815654,38.139372369729,40.0135903699829
"RFPL2",390.08959154625,305.864103951151,386.534814392271,241.899701553713,286.408090309025,135.628349554813,126.231470308237,631.979441806842,398.778277606371,963.491719587017
"PRKACG",44.0212524970544,47.5143569576017,47.3830463377907,56.5196034956943,40.8886984815996,47.0301195359089,39.1153238944824,44.5540202054873,35.1734855311472,45.0774839113482
"KLRA1P",25.0720388558799,19.6295936742117,17.9258816540376,18.8138096614356,18.5947381877477,20.2951746263608,23.0086210084551,17.6817841222904,24.0787300475019,28.1019643949165
"CDON",42.6892681295905,46.0305401542761,39.8164378197057,44.7488546098226,36.4320096214142,40.5577747856708,40.0682441093226,39.1088055326298,36.6045492276612,45.2090810914041
"MITF",421.49516036172,695.171458875201,526.199518330237,888.079441806843,605.55629880856,361.282524710169,271.022547326608,333.949350299359,303.558610517117,275.960929615024
"RFX3",38.9815014182796,37.7344800735476,34.5475756764367,39.6075786557425,42.8181468273896,39.8528262968643,35.6559113065985,37.4258319941258,44.3886186669558,34.5577664174013
"ZNF345",25.664104165537,19.8909091648842,24.3147896190255,28.0383626347195,19.237587385196,30.3799816544517,26.3625074162805,22.3454838863568,33.7211303906388,34.8385436154265
"KCNA3",20.1316475353129,23.1673083478079,19.3635961163515,24.2127655607951,18.5226879508664,20.2472620334628,18.1129112997179,20.0610503256459,20.6179901516013,22.2330078275763
"LHCGR",17.3175836961162,34.386912849044,18.2965321577626,57.0839942777137,26.1839482831294,16.4349913291829,14.9237891250588,16.8066151923669,18.5078170870882,17.4346265169028
"LINC01587",20.7669958643197,23.3571989403862,19.0547394157916,24.2127655607951,20.3537781439402,21.0811226305625,20.6887088359847,21.0455734414235,17.3419840812537,18.8789835583302
"UGT2B17",16.3966862391852,42.5679818032876,14.8629046168096,19.620585162831,16.7391802582477,17.7716805395407,14.878011659166,15.2453724276368,14.3325330524277,15.9274842064596
"ZFY",74.9837801960161,35.0323704685378,27.2492930772573,35.8111346460438,32.9893318631345,48.0554807669749,49.2775192653012,41.9779405470712,54.0331769909364,90.5540312147896
"KCNA4",69.8542486911807,82.3240968661232,77.0482770512138,86.464630818835,82.6231087866091,76.4044698650489,73.9532342896542,76.8195664716265,66.7058346395281,73.3352889507315
"SIX6",21.8291882066547,25.0948889695611,32.1963112743631,54.3360509990275,25.5220020723708,28.7199723274693,23.6401887560253,22.1341697092607,21.9593256522716,22.0830470469986
"MEP1B",33.8624553035081,24.5169400046719,20.621662797867,23.9481489766097,22.2963664818563,23.2364905815055,26.2055125856085,25.2619919979837,25.0081599550636,24.9111180364985
"INE1",97.211226231135,120.731112274482,88.5515289828218,105.594959693441,88.3058962023367,90.6394850710591,79.6914193863974,105.815620076932,81.5858166522596,99.7611894299437
"MBL2",15.2586920255745,19.119576021485,15.6398839439667,23.7408019065381,15.7350155943895,13.9262434344599,14.5272772512472,15.835092252415,15.6635425295141,17.4554717648313
"DSCR4",38.646921761729,37.9857808521604,37.5779188476229,61.0283980819955,41.0270794130229,38.6032504900655,32.7583592302545,42.3293914655345,34.2509437239059,48.7768780746205
"LINC00483",19.7488063806792,21.0839659919503,20.3819350704663,21.2600357111824,23.2772545609877,19.689920326281,18.8104451786764,20.881542727658,19.2914904444378,20.0059494069677
"FEV",121.829909601411,84.2731655353007,179.086061640186,99.9031151427372,97.4614078520267,161.598169895759,195.943887225975,131.367394077386,119.683437722507,142.634460416111
"CNGA3",19.0816756753477,16.1626983580973,18.4972786289748,19.9694440216382,20.3590479261599,17.0389305238928,17.9919318624016,18.5128943317726,17.5051595261944,21.7978248453476
"APOF",19.1716487198438,15.8975890668709,19.6077870318804,24.0015866392198,19.8826432634522,48.6970295217954,27.9207041400221,19.2573027652972,19.9817383204295,18.5088937065629
"VEZT",39.7858363682967,43.2335528501115,44.6459903525791,45.8027312816902,40.5017459241776,46.5826243094168,48.2043068928676,47.719117413997,54.0758556976015,43.5784518433685
"RBMS1",985.857575648723,1453.40448086291,882.036762620399,939.757061789471,1103.67944180684,983.955752861515,450.879441806844,581.414035741914,913.321051389532,772.33116663111
"RIPPLY3",34.9272746701591,36.9750040732025,35.071315726934,33.5923590608414,38.5552361065594,26.6866522525698,101.46911863904,32.267837019664,29.2882436738551,30.7052558883222
"DEFA4",36.2549871595117,38.7347643239858,37.3784497496129,46.8213018358865,40.5795441508425,37.4924923743039,35.1150622964082,37.8687446163991,37.5289257260148,39.8617489949774
"CD300C",40.2521819733826,37.2799879715284,35.1115973805246,46.784177763446,32.0623071586701,56.6745271419504,34.3858688732827,33.6761877731396,38.2828040889599,38.6562835955441
"ZNF80",14.5710765575874,13.5679879207532,14.0685726084274,14.3048738568146,13.6647051222987,13.3168129240905,13.0893863359729,13.925622636509,13.5628014037588,13.0951598308172
"CHRNE",36.09218577645,43.626228301148,55.6937588542195,59.3014467455176,53.5706399288098,38.6356972523145,40.7331505868695,39.4368086882135,35.5528365953744,35.0453255352011
"CDR1",15.9643853583412,19.183160432145,18.93081101669,16.5851230266891,17.3476591048593,15.6734715222387,15.9089473454462,17.8335890763122,17.4754004882417,15.6771089018242
"CD209",65.2390648200054,88.9582105935328,78.223218680564,78.003857793136,83.6304351761196,77.4948210652543,69.7515722167277,81.4577208522788,75.4567500269896,69.0639143484672
"RNF185-AS1",54.4005661067613,43.2665754102261,37.1188051441348,41.6459702159747,32.5530635826058,57.7288296205194,43.4785050927372,43.2154635938781,46.734088330285,52.7887014229235
